branch_code,brand_code,periodo,mes,año,mes_num,categoria,concepto,monto
CORP-001-MER-MAIN,CORP,2026-01,Enero,2026,1,otros_gastos,EVENTOS Y REUNIONES,71900.0
CORP-001-MER-MAIN,CORP,2026-02,Febrero,2026,2,otros_gastos,EVENTOS Y REUNIONES,7584.54
CORP-001-MER-MAIN,CORP,2026-01,Enero,2026,1,desechables,DESECHABLES,5245.15
CORP-001-MER-MAIN,CORP,2026-04,Abril,2026,4,desechables,DESECHABLES,6132.43
CORP-001-MER-MAIN,CORP,2026-01,Enero,2026,1,papeleria_oficina,GASTOS DE LA OFICINA,2047.5
CORP-001-MER-MAIN,CORP,2026-02,Febrero,2026,2,papeleria_oficina,GASTOS DE LA OFICINA,805.89
CORP-001-MER-MAIN,CORP,2026-01,Enero,2026,1,otros_gastos,SERVICIOS DE FUMIGACION,14500.0
CORP-001-MER-MAIN,CORP,2026-02,Febrero,2026,2,otros_gastos,SERVICIOS DE FUMIGACION,13900.0
CORP-001-MER-MAIN,CORP,2026-02,Febrero,2026,2,comisiones_bancarias,COMISIONES BANCARIAS,23273.716200000003
CORP-001-MER-MAIN,CORP,2026-03,Marzo,2026,3,comisiones_bancarias,COMISIONES BANCARIAS,32139.893799999998
CORP-001-MER-MAIN,CORP,2026-04,Abril,2026,4,comisiones_bancarias,COMISIONES BANCARIAS,38329.53
